epoch,batch,loss,task_loss,coherence,diversity,entropy_reg,sparsity,entropy,lambda_coherence,lambda_diversity,lambda_entropy,epsilon_mod,coherence_variance,num_islands,ocean_proximity_mean,spec_mean,spec_max,grad_history_idx,lifecycle_phase
0,17,3.206077814102173,2.2909133434295654,0.8785278797149658,0.04263069108128548,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.002373180352151394,4,0.21844987571239471,0.44121962785720825,0.7743596434593201,,
0,18,3.2414019107818604,2.283007860183716,0.9248279333114624,0.03904879465699196,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.5,0.002549890661612153,4,0.21929650008678436,0.45619240403175354,0.7552779316902161,,
0,19,3.252173662185669,2.3069539070129395,0.9196791052818298,0.031222200021147728,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.0026337108574807644,4,0.2193293571472168,0.4716990888118744,0.7797501683235168,,
0,20,3.261430263519287,2.307096481323242,0.9075154662132263,0.051910292357206345,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.5,0.002444019541144371,4,0.22076325118541718,0.4699874818325043,0.8017751574516296,,
0,21,3.1792991161346436,2.2610650062561035,0.8648831248283386,0.05926668643951416,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.0026051639579236507,4,0.22721214592456818,0.4758809208869934,0.8215976357460022,,
0,22,3.2411746978759766,2.305084228515625,0.9040760397911072,0.03785206004977226,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.002935893600806594,4,0.2279934287071228,0.47867289185523987,0.8394379019737244,,
0,23,3.1889116764068604,2.3039793968200684,0.8223132491111755,0.06794536113739014,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.5,0.0025064258370548487,4,0.23683635890483856,0.4849088788032532,0.8258016705513,,
0,24,3.200862407684326,2.3040215969085693,0.8158831596374512,0.08671728521585464,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.0026618950068950653,4,0.24452054500579834,0.49424833059310913,0.8432214856147766,,
0,25,3.1539371013641357,2.255772113800049,0.8502306342124939,0.053928274661302567,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.002629593014717102,4,0.24850986897945404,0.5059967637062073,0.8588993549346924,,
0,26,3.164273977279663,2.287140130996704,0.8091826438903809,0.07343393564224243,-0.6498254537582397,0.484375,0.6498254537582397,1.0,1.0,0.01,1.5,0.0025896369479596615,4,0.2563522756099701,0.51445072889328,0.8692261576652527,,
0,27,3.1748046875,2.284611225128174,0.828393280506134,0.06689233332872391,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.5,0.0029621056746691465,4,0.2595963180065155,0.5097282528877258,0.8409323692321777,,
0,28,3.1891062259674072,2.286959171295166,0.8487913012504578,0.05919327214360237,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.0030690045095980167,4,0.2616111636161804,0.511639416217804,0.856839120388031,,
0,29,3.125706195831299,2.236499071121216,0.8239679932594299,0.07115498930215836,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.003303101286292076,4,0.26439252495765686,0.5175000429153442,0.8711552023887634,,
0,30,3.155596971511841,2.2767021656036377,0.8190295100212097,0.06562494486570358,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.002693572547286749,4,0.2688082158565521,0.5235846042633057,0.8840397000312805,,
0,31,3.1141366958618164,2.2500810623168945,0.766960620880127,0.10285479575395584,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.002784786047413945,4,0.27771154046058655,0.5394077897071838,0.895635724067688,,
0,32,3.138028860092163,2.2768137454986572,0.7630981802940369,0.1038765013217926,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.0028694781940430403,4,0.28623583912849426,0.5391773581504822,0.9060721397399902,,
0,33,3.074850559234619,2.276639223098755,0.7083904147148132,0.09589306265115738,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.0025972749572247267,4,0.2947225570678711,0.5504993200302124,0.9154649376869202,,
0,34,3.114980697631836,2.2693705558776855,0.7496322393417358,0.09977036714553833,-0.5198603868484497,0.4375,0.5198603868484497,1.0,1.0,0.01,1.5,0.003119922475889325,4,0.30281126499176025,0.5584836602210999,0.9239184260368347,,
0,35,3.133000135421753,2.280062675476074,0.7591249942779541,0.09925969690084457,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.0034824535250663757,4,0.3080396354198456,0.5505440831184387,0.9315266013145447,,
0,36,3.1354422569274902,2.269364833831787,0.7713137865066528,0.10075787454843521,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.004208939149975777,4,0.3121097981929779,0.5566219091415405,0.9383739233016968,,
0,37,3.0982346534729004,2.2368006706237793,0.751571774482727,0.11503233760595322,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.5,0.00336849270388484,4,0.31752899289131165,0.5645834803581238,0.9445365071296692,,
0,38,3.1146883964538574,2.2627182006835938,0.7448532581329346,0.11295470595359802,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.0037988414987921715,4,0.32296642661094666,0.5696725845336914,0.9500828385353088,,
0,39,3.092005729675293,2.2438480854034424,0.7567686438560486,0.09730491042137146,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.004252184182405472,4,0.32836630940437317,0.5724409818649292,0.9550745487213135,,
0,40,3.100402593612671,2.253744125366211,0.748161792755127,0.10405758768320084,-0.6498254537582397,0.484375,0.6498254537582397,1.0,1.0,0.01,1.5,0.004342990927398205,4,0.3343866765499115,0.5631427764892578,0.9595670700073242,,
0,41,3.101471185684204,2.2585525512695312,0.7125598788261414,0.1361963152885437,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.004462228622287512,4,0.3416420519351959,0.5708696246147156,0.9636103510856628,,
0,42,3.0608227252960205,2.2300498485565186,0.6855340003967285,0.15040887892246246,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.5,0.004546336829662323,4,0.35111841559410095,0.574141800403595,0.9174980521202087,,
0,43,3.0981974601745605,2.2701146602630615,0.685883641242981,0.14768175780773163,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.5,0.0044843279756605625,4,0.35958418250083923,0.5786827206611633,0.9257482290267944,,
0,44,3.0971035957336426,2.2734251022338867,0.6897149682044983,0.13948900997638702,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.004369369708001614,4,0.36607834696769714,0.5798825025558472,0.933173418045044,,
0,45,3.056337833404541,2.2303731441497803,0.653327465057373,0.1778855323791504,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.5,0.005063419230282307,4,0.3760109841823578,0.5886124968528748,0.9398560523986816,,
0,46,3.086808204650879,2.262644052505493,0.6466560363769531,0.18295525014400482,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.004244756419211626,4,0.3841888904571533,0.5871900320053101,0.9458704590797424,,
0,47,3.081489324569702,2.2565536499023438,0.6773176789283752,0.1533776968717575,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.5,0.005846424028277397,4,0.38983312249183655,0.5842394232749939,0.9512833952903748,,
0,48,3.0918331146240234,2.2579543590545654,0.676860511302948,0.16226647794246674,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.5,0.005339919589459896,4,0.3945862948894501,0.5960180163383484,0.9561550617218018,,
0,49,3.0549137592315674,2.229651927947998,0.6344537734985352,0.19648957252502441,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.0056108832359313965,4,0.4020463526248932,0.6041845679283142,0.9605395793914795,,
0,50,3.084181308746338,2.2592477798461914,0.6401680707931519,0.19060294330120087,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.00548265315592289,4,0.40770581364631653,0.601179301738739,0.9644856452941895,,
0,51,3.0700531005859375,2.2434587478637695,0.6137987971305847,0.21788759529590607,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.005844025872647762,4,0.41563180088996887,0.5980899930000305,0.9680370688438416,,
0,52,3.060432195663452,2.2345075607299805,0.6424321532249451,0.1890956312417984,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.006990367081016302,4,0.41985514760017395,0.5978631377220154,0.9712333679199219,,
0,53,2.9998884201049805,2.1731879711151123,0.6200807690620422,0.21178989112377167,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.008137925527989864,4,0.4268995523452759,0.6004939079284668,0.9741100072860718,,
0,54,3.0597801208496094,2.2339577674865723,0.5890063643455505,0.24175159633159637,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.006363958586007357,4,0.43529510498046875,0.6057149767875671,0.9766989946365356,,
0,55,3.005774974822998,2.178964376449585,0.5827114582061768,0.2491912692785263,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.0066221063025295734,4,0.44271600246429443,0.6048708558082581,0.9299177527427673,,
0,56,3.081022262573242,2.2541332244873047,0.5684552788734436,0.26336950063705444,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.006759223528206348,4,0.45049524307250977,0.5997594594955444,0.912105143070221,,
0,57,3.0633344650268555,2.234362840652466,0.5729602575302124,0.2617711126804352,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.007503490895032883,4,0.4579702317714691,0.5927004218101501,0.9208946228027344,,
0,58,2.9883687496185303,2.163458824157715,0.6121866106987,0.2185608148574829,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.009000965394079685,4,0.4608645439147949,0.5927290916442871,0.9046035408973694,,
0,59,2.957991361618042,2.1305971145629883,0.5897518396377563,0.24324588477611542,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.00882187020033598,4,0.46544086933135986,0.5979188084602356,0.9141432046890259,,
0,60,3.0338075160980225,2.205521583557129,0.6199765205383301,0.213678240776062,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.009298381395637989,4,0.4657740890979767,0.5984572172164917,0.9227288961410522,,
0,61,3.007859230041504,2.1789917945861816,0.6362454891204834,0.1986159235239029,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.009841644205152988,4,0.46547043323516846,0.6039005517959595,0.9304559826850891,,
0,62,3.0489823818206787,2.221482276916504,0.6135784983634949,0.21975922584533691,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.010181405581533909,4,0.4665825068950653,0.595146656036377,0.9374104142189026,,
0,63,2.9751250743865967,2.1485438346862793,0.6421095132827759,0.19007526338100433,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.012148638255894184,4,0.4653765857219696,0.5959705114364624,0.9436693787574768,,
0,64,2.98628568649292,2.1587727069854736,0.6410950422286987,0.192021444439888,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.012472148984670639,4,0.4640168845653534,0.6004146337509155,0.9493024349212646,,
0,65,2.990420341491699,2.163025379180908,0.6717133522033691,0.1607738584280014,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.014984392561018467,4,0.45970746874809265,0.6006993055343628,0.9543721675872803,,
0,66,2.984788656234741,2.1572821140289307,0.6413165926933289,0.19194954633712769,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.020292235538363457,4,0.45919933915138245,0.60136479139328,0.9589349627494812,,
0,67,2.9800820350646973,2.153547763824463,0.636987030506134,0.1953069120645523,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.014178335666656494,4,0.4584989845752716,0.6015340089797974,0.9630414843559265,,
0,68,3.045055866241455,2.218689203262329,0.6520414352416992,0.18016283214092255,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.01441571768373251,4,0.4561242163181305,0.591404914855957,0.9667373299598694,,
0,69,3.031362295150757,2.203789710998535,0.6671299934387207,0.16635851562023163,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.016786178573966026,4,0.45323455333709717,0.6008182168006897,0.9700636267662048,,
0,70,2.8988842964172363,2.072061538696289,0.6516003012657166,0.18082572519779205,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.019247068092226982,4,0.4519091844558716,0.5955060720443726,0.9730572700500488,,
0,71,3.04593825340271,2.204083204269409,0.7066923975944519,0.14076592028141022,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.02072310820221901,4,0.4437793493270874,0.5814425349235535,0.975751519203186,,
0,72,3.090101957321167,2.262077808380127,0.6784446835517883,0.15541720390319824,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.022109847515821457,4,0.44045862555503845,0.5763903856277466,0.9781763553619385,,
0,73,2.979724645614624,2.142625570297241,0.7092651128768921,0.13367177546024323,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.025655873119831085,4,0.4336950480937958,0.5765776634216309,0.9803587198257446,,
0,74,2.9030048847198486,2.0671796798706055,0.7020593285560608,0.1398380994796753,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.0256962887942791,4,0.42906439304351807,0.574299693107605,0.8833129405975342,,
0,75,3.113208770751953,2.2744288444519043,0.6835559010505676,0.16145260632038116,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.018926002085208893,4,0.427450031042099,0.5722249746322632,0.8949816226959229,,
0,76,2.9856960773468018,2.1388285160064697,0.7110100984573364,0.14138269424438477,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.020322591066360474,4,0.4229978621006012,0.5683079957962036,0.8806231617927551,,
0,77,2.966191530227661,2.134587049484253,0.6884635090827942,0.14921337366104126,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.018881043419241905,4,0.42186856269836426,0.5880903601646423,0.8925608396530151,,
0,78,3.013153076171875,2.1869590282440186,0.6728330254554749,0.15896429121494293,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.022482160478830338,4,0.4216558039188385,0.5879515409469604,0.8831430673599243,,
0,79,2.980404853820801,2.1140472888946533,0.735122561454773,0.13691671192646027,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.02243197336792946,4,0.41635969281196594,0.5857841968536377,0.894828736782074,,
0,80,2.905489206314087,2.056612968444824,0.7048715353012085,0.149252787232399,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.023976605385541916,4,0.4140893220901489,0.5846721529960632,0.8555945754051208,,
0,81,2.9088964462280273,2.053032159805298,0.6869540810585022,0.17490428686141968,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.03146159276366234,4,0.4123310148715973,0.5925450325012207,0.8700351119041443,,
0,82,2.988516330718994,2.1298813819885254,0.7313177585601807,0.1324872225522995,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.03118884190917015,4,0.40817978978157043,0.5936187505722046,0.8332803249359131,,
0,83,3.0620172023773193,2.192924737930298,0.7499594688415527,0.12465829402208328,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.022490764036774635,4,0.4033949375152588,0.5945718288421631,0.8499522805213928,,
0,84,3.038422107696533,2.1456472873687744,0.7709414958953857,0.1275147646665573,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.02613826096057892,4,0.39643585681915283,0.5867754220962524,0.8377849459648132,,
0,85,3.095573902130127,2.183384656906128,0.8027169108390808,0.11456436663866043,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.026969436556100845,4,0.3884483873844147,0.5847010016441345,0.8459687829017639,,
0,86,2.80114483833313,1.924811601638794,0.7502853274345398,0.13137425482273102,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.03363742679357529,4,0.3851259648799896,0.5884541273117065,0.8613719344139099,,
0,87,2.902308464050293,2.0199506282806396,0.7739908695220947,0.11389235407114029,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.03614041209220886,4,0.38013383746147156,0.5841621160507202,0.8752347230911255,,
0,88,3.0985372066497803,2.2130239009857178,0.800004780292511,0.0913463607430458,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.026007194072008133,4,0.37451592087745667,0.5946800708770752,0.887711226940155,,
0,89,2.8907573223114014,1.9578763246536255,0.8401704430580139,0.0981576219201088,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.036515023559331894,4,0.36399373412132263,0.5875095725059509,0.8740023970603943,,
0,90,2.926697015762329,2.0165257453918457,0.8340199589729309,0.08183284848928452,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.02430770918726921,4,0.3568376302719116,0.5931965708732605,0.8866021633148193,,
0,91,2.8900821208953857,1.961134672164917,0.8322148323059082,0.10249225050210953,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.0222312044352293,4,0.35018959641456604,0.6041247248649597,0.8979419469833374,,
0,92,2.817420721054077,1.8819479942321777,0.8584801554679871,0.08251795917749405,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.036904774606227875,4,0.34084653854370117,0.6009849309921265,0.9081477522850037,,
0,93,3.0818419456481934,2.1242973804473877,0.8601406812667847,0.1031636893749237,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.028903944417834282,4,0.33343788981437683,0.5987457036972046,0.9173330068588257,,
0,94,2.8833484649658203,1.954704999923706,0.8324460983276367,0.10164448618888855,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.03553929924964905,4,0.32982367277145386,0.6037386655807495,0.9255996942520142,,
0,95,3.094615936279297,2.156245470046997,0.8407235145568848,0.10325033217668533,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.03030925989151001,4,0.3251943290233612,0.5981180667877197,0.9330397248268127,,
0,96,2.966856002807617,2.004885673522949,0.8732554316520691,0.09380690008401871,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.03342936933040619,4,0.3176748752593994,0.6027606725692749,0.9091055393218994,,
0,97,3.027656316757202,2.0646443367004395,0.8807070851325989,0.08727624267339706,-0.6065037846565247,0.46875,0.6065037846565247,1.0,1.0,0.01,1.0,0.03414354473352432,4,0.30900585651397705,0.6020008325576782,0.9181950092315674,,
0,98,2.9850597381591797,1.9996821880340576,0.8890184164047241,0.1014513298869133,-0.6498254537582397,0.484375,0.6498254537582397,1.0,1.0,0.01,1.0,0.038263481110334396,4,0.30213963985443115,0.6021310687065125,0.9263755083084106,,
0,99,2.918006420135498,1.9510527849197388,0.8945510983467102,0.0780058279633522,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.046698953956365585,4,0.29424911737442017,0.6088846325874329,0.9337379336357117,,
0,100,2.9245567321777344,1.9982614517211914,0.8228532075881958,0.10817911475896835,-0.6065038442611694,0.46875,0.6065038442611694,1.0,1.0,0.01,1.0,0.035452019423246384,4,0.29363512992858887,0.6190580129623413,0.9403641223907471,,
0,101,3.1432464122772217,2.170140504837036,0.8863643407821655,0.09206831455230713,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.040393926203250885,4,0.28829970955848694,0.6125115156173706,0.9463276863098145,,
0,102,3.0359010696411133,1.9977256059646606,0.9642450213432312,0.07917880266904831,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.043683215975761414,4,0.27705836296081543,0.6107642650604248,0.951694905757904,,
0,103,2.8015942573547363,1.8426337242126465,0.9067627191543579,0.057957570999860764,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.035393621772527695,4,0.2672680616378784,0.6199356317520142,0.956525444984436,,
0,104,3.1341428756713867,2.135251522064209,0.9250985383987427,0.07872876524925232,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.04048757255077362,4,0.26151740550994873,0.623202383518219,0.9608728885650635,,
0,105,2.809213161468506,1.8216670751571655,0.931978166103363,0.06034761667251587,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.044871509075164795,4,0.25673773884773254,0.631538987159729,0.9647855758666992,,
0,106,2.968493938446045,1.9610953330993652,0.9649335741996765,0.04759955406188965,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.04140809178352356,4,0.24908094108104706,0.640889585018158,0.9683070182800293,,
0,107,2.5646767616271973,1.6272965669631958,0.8847141265869141,0.058347638696432114,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.05423258990049362,4,0.249767005443573,0.6545111536979675,0.9714763164520264,,
0,108,2.847827196121216,1.7985988855361938,1.0099366903305054,0.04473869130015373,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.033894848078489304,4,0.241484597325325,0.6419933438301086,0.9743286967277527,,
0,109,2.941509246826172,1.8856375217437744,1.0061451196670532,0.05458434298634529,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.05121391639113426,4,0.2339298278093338,0.6430871486663818,0.976895809173584,,
0,110,2.7286102771759033,1.6971266269683838,0.980501115322113,0.05591822788119316,-0.6498255133628845,0.484375,0.6498255133628845,1.0,1.0,0.01,1.0,0.05732334777712822,4,0.23016275465488434,0.6535183191299438,0.9792062044143677,,
0,111,2.95174503326416,1.8994663953781128,1.0079439878463745,0.05040702223777771,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.053338345140218735,4,0.22418348491191864,0.6554969549179077,0.981285572052002,,
0,112,2.8051514625549316,1.749758243560791,1.0026077032089233,0.0586230643093586,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.05219123139977455,4,0.22029854357242584,0.6664016842842102,0.9831570386886597,,
0,113,2.844727039337158,1.8344656229019165,0.9493276476860046,0.06669345498085022,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.0433495007455349,4,0.22111447155475616,0.6626039743423462,0.9848413467407227,,
0,114,3.140626907348633,2.06766414642334,1.047339677810669,0.03177335858345032,-0.6931471824645996,0.5,0.6931471824645996,1.0,1.0,0.01,1.0,0.04480953514575958,4,0.21423017978668213,0.6442853212356567,0.9584159255027771,,
